id,relativePathAndFileName,status,siteIdCodes,systemWhenCreated,systemWhoCreated
10945,qtools/qarr.js,confirmed,core,2019-02-12 21:35:37,dev
10946,qtools/qdbs.js,confirmed,core,2019-02-12 21:35:38,dev
10947,qtools/qdat.js,confirmed,core,2019-02-12 21:35:37,dev
10948,qtools/qdev.js,confirmed,core,2019-02-12 21:35:38,dev
10949,qtools/qfil.js,confirmed,core,2019-02-12 21:35:39,dev
10950,qtools/qsys.js,confirmed,core,2019-02-12 21:35:41,dev
10951,public/output/showcaseCreatePdfTest.pdf,confirmed,ignore,2019-02-12 21:34:35,dev
10952,system/system.js,confirmed,core,2019-02-12 21:35:54,dev
10953,qtools/qstr.js,confirmed,core,2019-02-12 21:35:40,dev
10954,system/config.js,confirmed,core,2019-02-12 21:35:50,dev
10960,server.js,confirmed,core,2019-02-12 21:35:46,dev
10975,qtools/qmat.js,confirmed,core,2019-02-12 21:35:39,dev
11126,examples/learnBits/test.htm,confirmed,dev,2019-02-12 21:26:50,dev
11127,fonts/Roboto-Bold.ttf,confirmed,core,2019-02-12 21:26:59,dev
11128,examples/learnBits/test.js,confirmed,dev,2019-02-12 21:26:52,dev
11298,systemBuilders/pageBuilderSqlStatement.js,confirmed,core,2019-02-12 21:47:15,dev
11299,systemBuilders/pageBuilderCustomForm.js,confirmed,core,2019-02-12 21:47:12,dev
11300,systemBuilders/pageBuilderDisplayXmlFile.js,confirmed,core,2019-02-12 21:47:14,dev
11301,systemBuilders/pageBuilderEditItem.js,confirmed,core,2019-02-12 21:47:14,dev
11302,systemClasses/batchImporter.js,confirmed,core,2019-02-12 21:47:15,dev
11303,systemClasses/dpdata.js,confirmed,core,2019-02-12 21:47:16,dev
11304,systemClasses/choice.js,confirmed,core,2019-02-12 21:47:16,dev
11305,systemClasses/dpDataLoader.js,confirmed,core,2019-02-12 21:47:17,dev
11306,systemClasses/dpRequestExecuteSql.js,confirmed,core,2019-02-12 21:47:17,dev
11308,systemBuilders/pageBuilderTextParser.js,confirmed,core,2019-02-12 21:47:15,dev
11309,systemClasses/dpRequestGetRecords.js,confirmed,core,2019-02-12 21:47:18,dev
11310,systemClasses/dpRequest.js,confirmed,core,2019-02-12 21:47:17,dev
11311,systemClasses/dpFileSystem.js,confirmed,core,2019-02-12 21:47:17,dev
11312,systemClasses/dpRequestGetSearch.js,confirmed,core,2019-02-12 21:47:18,dev
11313,systemClasses/dynamicFile.js,confirmed,core,2019-02-12 21:47:18,dev
11314,systemClasses/dqlDataLoader.js,confirmed,core,2019-02-12 21:47:18,dev
11315,systemClasses/dynamicFileCodeAreaCodeChunk.js,confirmed,core,2019-02-12 21:47:19,dev
11316,systemClasses/dynamicFileCodeArea.js,confirmed,core,2019-02-12 21:47:18,dev
11317,systemClasses/dynamicPageFile.js,confirmed,core,2019-02-12 21:47:19,dev
11318,systemClasses/loadDqlStatementParser.js,confirmed,core,2019-02-12 21:47:19,dev
11319,systemClasses/pdfDocumentWithTables.js,confirmed,core,2019-02-12 21:47:19,dev
11321,systemClasses/showcaseDataAccessManager.js,confirmed,core,2019-02-12 21:47:20,dev
11322,systemClasses/smartEntityType.js,confirmed,core,2019-02-12 21:47:24,dev
11323,systemClasses/smartItemType.js,confirmed,core,2019-02-12 21:47:25,dev
11324,systemClasses/smartText.js,confirmed,core,2019-02-12 21:47:25,dev
11325,systemClasses/dpRequestGetRecord.js,confirmed,core,2019-02-12 21:47:17,dev
11326,systemClasses/smartFormType.js,confirmed,core,2019-02-12 21:47:24,dev
11327,systemClasses/sqlSearchStatementBuilder.js,confirmed,core,2019-02-12 21:47:25,dev
11328,systemControllers/controller.js,confirmed,core,2019-02-12 21:47:28,dev
11329,systemControllers/controllerCreateClass.js,confirmed,core,2019-02-12 21:47:36,dev
11330,systemControllers/controllerBatchImport.js,confirmed,core,2019-02-12 21:47:29,dev
11331,systemClasses/unitTester.js,confirmed,core,2019-02-12 21:47:25,dev
11332,systemControllers/controllerCreateItemType.js,confirmed,core,2019-02-12 21:47:36,dev
11333,systemControllers/controllerDeletePage.js,confirmed,core,2019-02-12 21:47:38,dev
11334,systemControllers/controllerLogin.js,confirmed,core,2019-02-12 21:47:41,dev
11335,systemControllers/controllerDeleteItemType.js,confirmed,core,2019-02-12 21:47:37,dev
11336,systemControllers/controllerCreatePageBuilder.js,confirmed,core,2019-02-12 21:47:37,dev
11338,systemControllers/controllerLogout.js,confirmed,core,2019-02-12 21:47:41,dev
11339,systemControllers/controllerManageItemTypes.js,confirmed,core,2019-02-12 21:47:47,dev
11340,systemControllers/controllerCreatePage.js,confirmed,core,2019-02-12 21:47:36,dev
11341,systemControllers/controllerManageApplicationFiles.js,confirmed,core,2019-02-12 21:47:46,dev
11347,systemControllers/controllerQuarterReport.js,confirmed,core,2019-02-12 21:48:07,dev
11348,systemControllers/controllerShowcaseDisplayDataFromSqlStatement.js,confirmed,core,2019-02-12 21:48:11,dev
11349,systemControllers/controllerShowcaseCreatePdf.js,confirmed,core,2019-02-12 21:48:08,dev
11350,systemControllers/controllerShowcaseCreatePdfReport.js,confirmed,core,2019-02-12 21:48:10,dev
11351,systemControllers/controllerShowcaseCreateShowcaseBook.js,confirmed,core,2019-02-12 21:48:11,dev
11352,systemControllers/controllerShowcaseDpDataLoader.js,confirmed,core,2019-02-12 21:48:13,dev
11353,systemControllers/controllerShowcaseParseItemTypeDefinitionBlock.js,confirmed,core,2019-02-12 21:48:15,dev
11354,systemControllers/controllerShowcaseFormCodeBlocks.js,confirmed,core,2019-02-12 21:48:14,dev
11355,systemControllers/controllerShowcaseJavaScriptSorting.js,confirmed,core,2019-02-12 21:48:14,dev
11356,systemControllers/controllerShowcaseReadXmlFile.js,confirmed,core,2019-02-12 21:48:16,dev
11357,systemControllers/controllerThirdPartyTools3.js,confirmed,core,2019-02-12 21:48:23,dev
11358,systemDataTypes/dataType.js,confirmed,core,2019-02-12 21:48:28,dev
11359,systemControllers/controllerShowcaseTextParser.js,confirmed,core,2019-02-12 21:48:16,dev
11360,systemDataTypes/dataTypeChoice.js,confirmed,core,2019-02-12 21:48:28,dev
11361,systemControllers/controllerThirdPartyTools4.js,confirmed,core,2019-02-12 21:48:26,dev
11362,systemDataTypes/dataTypeId.js,confirmed,core,2019-02-12 21:48:28,dev
11363,systemDataTypes/dataTypeIdCode.js,confirmed,core,2019-02-12 21:48:29,dev
11364,systemDataTypes/dataTypeDateTime.js,confirmed,core,2019-02-12 21:48:28,dev
11365,systemControllers/controllerShowcaseFormToEditDatabase.js,confirmed,core,2019-02-12 21:48:14,dev
11366,systemDataTypes/dataTypeLine.js,confirmed,core,2019-02-12 21:48:29,dev
11367,systemDataTypes/dataTypeList.js,confirmed,core,2019-02-12 21:48:29,dev
11368,systemDataTypes/dataTypeParagraph.js,confirmed,core,2019-02-12 21:48:30,dev
11369,systemDataTypes/dataTypeNumberOfBookPages.js,confirmed,core,2019-02-12 21:48:29,dev
11370,systemDataTypes/dataTypeSystemWhoCreated.js,confirmed,core,2019-02-12 21:48:30,dev
11371,systemDataTypes/dataTypeSystemWhenCreated.js,confirmed,core,2019-02-12 21:48:30,dev
11372,systemFactories/controllerFactory.js,confirmed,core,2019-02-12 21:48:36,dev
11373,systemFileTemplates/fileTemplate_newClass.txt,confirmed,core,2019-02-12 21:48:39,dev
11374,systemFileTemplates/fileTemplate_newClassItemTypeSingular.txt,confirmed,core,2019-02-12 21:48:40,dev
11375,systemFileTemplates/fileTemplate_newClassItemTypePlural.txt,confirmed,core,2019-02-12 21:48:39,dev
11376,systemDataTypes/dataTypeWholeNumber.js,confirmed,core,2019-02-12 21:48:31,dev
11377,systemFileTemplates/fileTemplate_newControllerDisplayXmlFile.txt,confirmed,core,2019-02-12 21:48:40,dev
11378,systemFileTemplates/fileTemplate_newControllerCustomForm.txt,confirmed,core,2019-02-12 21:48:40,dev
11379,systemFileTemplates/fileTemplate_newControllerItemTypeManager.txt,confirmed,core,2019-02-12 21:48:41,dev
11380,systemFileTemplates/fileTemplate_newControllerTextParser.txt,confirmed,core,2019-02-12 21:48:41,dev
11381,systemControllers/controllerShowcaseFormAndAjaxControls.js,confirmed,core,2019-02-12 21:48:13,dev
11382,systemFileTemplates/fileTemplate_newControllerSqlStatement.txt,confirmed,core,2019-02-12 21:48:41,dev
11383,systemFileTemplates/fileTemplate_newPageCustomForm.txt,confirmed,core,2019-02-12 21:48:41,dev
11384,systemFileTemplates/fileTemplate_newPageEditItem.txt,confirmed,core,2019-02-12 21:48:42,dev
11385,systemFileTemplates/fileTemplate_newPageDisplayXmlFile.txt,confirmed,core,2019-02-12 21:48:42,dev
11386,systemFileTemplates/fileTemplate_newPageItemTypeManager.txt,confirmed,core,2019-02-12 21:48:42,dev
11387,systemFileTemplates/fileTemplate_newPageTextParser.txt,confirmed,core,2019-02-13 04:55:24,dev
11388,systemFileTemplates/fileTemplate_newPageSqlStatement.txt,confirmed,core,2019-02-12 21:48:43,dev
11389,systemItems/applicationFile.js,confirmed,core,2019-02-13 04:55:34,dev
11392,systemItems/applicationFiles.js,confirmed,core,2019-02-13 04:55:34,dev
11394,systemItems/items.js,confirmed,core,2019-02-13 04:56:02,dev
11395,systemItems/itemType.js,confirmed,core,2019-02-13 04:56:03,dev
11396,systemItems/pageItems.js,confirmed,core,2019-02-13 04:56:12,dev
11397,systemItems/itemTypes.js,confirmed,core,2019-02-13 04:56:04,dev
11398,systemItems/pageItem.js,confirmed,core,2019-02-13 04:56:08,dev
11399,systemItems/showcaseBook.js,confirmed,core,2019-02-13 04:56:20,dev
11400,systemItems/showcaseBooks.js,confirmed,core,2019-02-13 04:56:21,dev
11404,systemFileTemplates/fileTemplate_newControllerEditItem.txt,confirmed,core,2019-02-12 21:48:40,dev
11410,systemItems/users.js,confirmed,core,2019-02-13 04:58:03,dev
11411,systemItems/user.js,confirmed,core,2019-02-13 04:58:01,dev
11412,systemJavaScript/jkl-parsexml.js,confirmed,dev,2019-02-13 04:58:16,dev
11413,systemLayouts/systemLayout_plain_footer.ejs,confirmed,dev,2019-02-13 04:58:25,dev
11414,systemLayouts/systemLayout_bootstrap_header.ejs,confirmed,core,2019-02-13 04:58:22,dev
11415,systemPages/batchImport.ejs,confirmed,core,2019-02-13 04:58:37,dev
11416,systemPages/createClass.ejs,confirmed,core,2019-02-13 04:58:39,dev
11417,systemLayouts/systemLayout_plain_header.ejs,confirmed,dev,2019-02-13 04:58:28,dev
11418,systemPages/createPage.ejs,confirmed,core,2019-02-13 04:58:40,dev
11419,systemPages/createPageBuilder.ejs,confirmed,core,2019-02-13 04:58:41,dev
11420,systemPages/deleteItemType.ejs,confirmed,core,2019-02-13 04:58:42,dev
11421,systemPages/deletePage.ejs,confirmed,core,2019-02-13 04:58:42,dev
11422,systemPages/home.ejs,confirmed,core,2019-02-13 04:58:46,dev
11423,systemLayouts/systemLayout_bootstrap_footer.ejs,confirmed,core,2019-02-13 04:58:21,dev
11427,systemPages/manageApplicationFiles.ejs,confirmed,core,2019-02-13 04:59:08,dev
11428,systemPages/logout.ejs,confirmed,core,2019-02-13 04:59:04,dev
11429,systemPages/createItemType.ejs,confirmed,core,2019-02-13 04:58:40,dev
11431,systemPages/manageItemTypes.ejs,confirmed,core,2019-02-13 04:59:09,dev
11434,systemPages/quarterReport.ejs,confirmed,gf,2019-02-13 04:59:31,dev
11435,systemPages/showcaseBootbox.ejs,confirmed,core,2019-02-13 05:01:38,dev
11436,systemPages/showcaseBaseTechnologies.ejs,confirmed,core,2019-02-13 05:01:37,dev
11437,systemPages/showcaseCreatePdfReport.ejs,confirmed,core,2019-02-13 05:01:40,dev
11438,systemPages/showcaseCreatePdf.ejs,confirmed,core,2019-02-13 05:01:39,dev
11439,systemPages/login.ejs,confirmed,core,2019-02-13 04:59:03,dev
11440,systemPages/showcaseDataLoading.ejs,confirmed,core,2019-02-13 05:01:41,dev
11441,systemPages/showcaseDpDataLoader.ejs,confirmed,core,2019-02-13 05:01:42,dev
11442,systemPages/showcaseCreateShowcaseBook.ejs,confirmed,core,2019-02-13 05:01:41,dev
11443,systemPages/showcaseDisplayDataFromSqlStatement.ejs,confirmed,core,2019-02-13 05:01:42,dev
11444,systemPages/showcaseFormAndAjaxControls.ejs,confirmed,core,2019-02-13 05:01:42,dev
11445,systemPages/showcaseFormCodeBlocks.ejs,confirmed,core,2019-02-13 05:01:42,dev
11446,systemPages/showcaseFormToEditDatabase.ejs,confirmed,core,2019-02-13 05:01:43,dev
11447,systemPages/showcaseJavaScriptSorting.ejs,confirmed,core,2019-02-13 05:01:44,dev
11448,systemPages/showcaseParseItemTypeDefinitionBlock.ejs,confirmed,core,2019-02-13 05:01:44,dev
11449,systemPages/showcaseReadXmlFile.ejs,confirmed,core,2019-02-13 05:01:46,dev
11450,systemPages/thirdPartyTools4.ejs,confirmed,gf,2019-02-13 05:01:56,dev
11452,systemPages/thirdPartyTools3.ejs,confirmed,gf,2019-02-13 05:01:53,dev
11453,systemPages/showcaseTextParser.ejs,confirmed,core,2019-02-13 05:01:48,dev
11454,systemPartials/systemDeveloperPanel.ejs,confirmed,core,2019-02-13 05:02:39,dev
11455,systemPartials/systemLoadExtensions.ejs,confirmed,core,2019-02-13 05:02:45,dev
11457,systemPartials/systemMenuUlLi.ejs,confirmed,core,2019-02-13 05:02:51,dev
11458,systemPartials/systemMainExtensions.ejs,confirmed,core,2019-02-13 05:02:47,dev
11459,systemTextParsers/textParser.js,confirmed,core,2019-02-13 05:03:17,dev
11460,unitTestData/testFile.txt,confirmed,dev,2019-02-13 05:03:28,dev
11461,systemTextParsers/outlineTextParser.js,confirmed,core,2019-02-13 05:03:16,dev
11462,systemTextParsers/textParserLine.js,confirmed,core,2019-02-13 05:03:20,dev
11463,unitTestData/unitTest_config.js,confirmed,core,2019-02-13 05:03:38,dev
11602,public/output/portalQuarterReport_German.pdf,confirmed,ignore,2019-02-22 13:06:57,dev
11605,public/output/portalQuarterReport_English.pdf,confirmed,ignore,2019-02-22 13:06:57,dev
11607,systemBuilders/classBuilder.js,confirmed,core,2019-02-22 13:06:57,dev
11608,systemBuilders/pageBuilder.js,confirmed,core,2019-02-22 13:06:57,dev
11609,systemItems/item.js,confirmed,core,2019-02-22 13:06:57,dev
11610,systemBuilders/textFileBuilder.js,confirmed,core,2019-02-22 13:06:57,dev
11623,systemSiteGenerators/siteGenerator.js,confirmed,core,2019-02-22 15:25:30,dev
11628,systemSiteGenerators/siteGeneratorDpnVersion.js,confirmed,dev,2019-02-22 16:13:34,dev
11638,public/customImages/gfhowtos/addTreeTable.png,confirmed,gf,2019-02-26 14:07:51,dev
11641,public/customImages/gfhowtos/apacheRestartButton.png,confirmed,gf,2019-02-26 14:07:51,dev
11642,public/customImages/gfhowtos/certficiateScreen1.png,confirmed,gf,2019-02-26 14:07:51,dev
11643,public/customImages/gfhowtos/certificate3FileName.png,confirmed,gf,2019-02-26 14:07:51,dev
11644,public/customImages/gfhowtos/ciphersAndKeyExchanges.png,confirmed,gf,2019-02-26 14:07:51,dev
11645,public/customImages/gfhowtos/clickOnBindungen.png,confirmed,gf,2019-02-26 14:07:51,dev
11646,public/customImages/gfhowtos/choseCertificateJust.png,confirmed,gf,2019-02-26 14:07:51,dev
11647,public/customImages/gfhowtos/clickOnListen.png,confirmed,gf,2019-02-26 14:07:51,dev
11648,public/customImages/gfhowtos/clickProjects.png,confirmed,gf,2019-02-26 14:07:51,dev
11649,public/customImages/gfhowtos/clickValidationEye.png,confirmed,gf,2019-02-26 14:07:51,dev
11650,public/customImages/gfhowtos/contentSecurityFix.png,confirmed,gf,2019-02-26 14:07:51,dev
11651,public/customImages/gfhowtos/createProjectPage1.png,confirmed,gf,2019-02-26 14:07:51,dev
11652,public/customImages/gfhowtos/contentSecurityPolicy.png,confirmed,gf,2019-02-26 14:07:51,dev
11653,public/customImages/gfhowtos/downloadTheCertficate.png,confirmed,gf,2019-02-26 14:07:51,dev
11654,public/customImages/gfhowtos/findAndSelectFile.png,confirmed,gf,2019-02-26 14:07:51,dev
11655,public/customImages/gfhowtos/errorStrictTransport.png,confirmed,gf,2019-02-26 14:07:51,dev
11656,public/customImages/gfhowtos/fixXcontent.png,confirmed,gf,2019-02-26 14:07:51,dev
11657,public/customImages/gfhowtos/getCertificate.png,confirmed,gf,2019-02-26 14:07:51,dev
11658,public/customImages/gfhowtos/fillInRest.png,confirmed,gf,2019-02-26 14:07:51,dev
11659,public/customImages/gfhowtos/hauptmenuVisible.png,confirmed,gf,2019-02-26 14:07:51,dev
11660,public/customImages/gfhowtos/iisMainLink.png,confirmed,gf,2019-02-26 14:07:51,dev
11661,public/customImages/gfhowtos/hauptmenubearbeiten.png,confirmed,gf,2019-02-26 14:07:51,dev
11662,public/customImages/gfhowtos/iisCryptoApply.png,confirmed,gf,2019-02-26 14:07:51,dev
11663,public/customImages/gfhowtos/projectRoles.png,confirmed,gf,2019-02-26 14:07:51,dev
11664,public/customImages/gfhowtos/projectPage3.png,confirmed,gf,2019-02-26 14:07:51,dev
11665,public/customImages/gfhowtos/nowSeeValidationInHeader.png,confirmed,gf,2019-02-26 14:07:51,dev
11666,public/customImages/gfhowtos/lookForUrl.png,confirmed,gf,2019-02-26 14:07:51,dev
11667,public/customImages/gfhowtos/selectAdmin.png,confirmed,gf,2019-02-26 14:07:51,dev
11668,public/customImages/gfhowtos/serverzertifIcon.png,confirmed,gf,2019-02-26 14:07:51,dev
11669,public/customImages/gfhowtos/rebootComputerIisCrypto.png,confirmed,gf,2019-02-26 14:07:51,dev
11670,public/customImages/gfhowtos/taskScreen1.png,confirmed,gf,2019-02-26 14:07:51,dev
11671,public/customImages/gfhowtos/strictTransport.png,confirmed,gf,2019-02-26 14:07:51,dev
11672,public/customImages/gfhowtos/standardsBrowserErstellen.png,confirmed,gf,2019-02-26 14:07:51,dev
11673,public/customImages/gfhowtos/select443.png,confirmed,gf,2019-02-26 14:07:51,dev
11674,public/customImages/gfhowtos/taskScreen2.png,confirmed,gf,2019-02-26 14:07:51,dev
11676,public/customImages/gfhowtos/theAntwortHeader.png,confirmed,gf,2019-02-26 14:07:51,dev
11677,public/customImages/gfhowtos/taskScreen3.png,confirmed,gf,2019-02-26 14:07:51,dev
11678,public/customImages/gfhowtos/uncheckCiphers.png,confirmed,gf,2019-02-26 14:07:51,dev
11679,public/customImages/gfhowtos/unpackOnServer.png,confirmed,gf,2019-02-26 14:07:51,dev
11680,public/customImages/gfhowtos/xContentTypeOptionsError.png,confirmed,gf,2019-02-26 14:07:51,dev
11681,public/customImages/gfhowtos/uploadIisCrypto.png,confirmed,gf,2019-02-26 14:07:51,dev
11682,public/customImages/gfhowtos/theDefaultWebSite.png,confirmed,gf,2019-02-26 14:07:51,dev
11683,public/customImages/gfhowtos/xframeNotSent.png,confirmed,gf,2019-02-26 14:07:51,dev
11684,public/customImages/gfhowtos/xframeOptionsSameorigin.png,confirmed,gf,2019-02-26 14:07:51,dev
11685,systemControllers/controllerDatapodForNode.js,confirmed,core,2019-02-26 14:07:51,dev
11686,public/customImages/gfhowtos/xxssFix.png,confirmed,gf,2019-02-26 14:07:51,dev
11687,systemControllers/controllerPublishNewVersion.js,confirmed,core,2019-02-26 14:07:51,dev
11689,public/customImages/gfhowtos/xxssProtectionError.png,confirmed,gf,2019-02-26 14:07:51,dev
11690,systemControllers/controllerGfhowtos.js,confirmed,gf,2019-02-26 14:07:51,dev
11691,systemControllers/controllerManageShowcaseUsers.js,confirmed,core,2019-02-26 14:07:51,dev
11692,systemControllers/controllerManageDpnVersions.js,confirmed,tech,2019-02-26 14:07:51,dev
11693,systemItems/dpnVersion.js,confirmed,tech,2019-02-26 14:07:51,dev
11694,systemItems/dpnVersions.js,confirmed,tech,2019-02-26 14:07:51,dev
11695,systemControllers/controllerGenericizeSiteToTech.js,confirmed,core,2019-02-26 14:07:51,dev
11696,systemItems/gfhowtos.js,confirmed,gf,2019-02-26 14:07:51,dev
11697,systemItems/showcaseUser.js,confirmed,core,2019-02-26 14:07:51,dev
11698,systemItems/showcaseUsers.js,confirmed,core,2019-02-26 14:07:51,dev
11699,systemItems/gfhowto.js,confirmed,gf,2019-02-26 14:07:51,dev
11700,systemPages/genericizeSiteToTech.ejs,confirmed,core,2019-02-26 14:07:51,dev
11701,systemPages/datapodForNode.ejs,confirmed,core,2019-02-26 14:07:51,dev
11702,systemPages/gfhowtos.ejs,confirmed,gf,2019-02-26 14:07:51,dev
11703,systemPages/publishNewVersion.ejs,confirmed,dev,2019-02-26 14:07:51,dev
11704,systemPages/manageShowcaseUsers.ejs,confirmed,core,2019-02-26 14:07:51,dev
11705,systemPages/manageDpnVersions.ejs,confirmed,tech,2019-02-26 14:07:51,dev
11706,public/customImages/gfhowtos/certificateScreen2with2048.png,confirmed,gf,2019-02-26 14:07:51,dev
11707,public/customImages/gfhowtos/clickFinishCertificate.png,confirmed,gf,2019-02-26 14:07:51,dev
11708,public/customImages/gfhowtos/apacheHeaderSection2.png,confirmed,gf,2019-02-26 14:07:51,dev
11710,systemControllers/controllerFinalizeNewVersion.js,confirmed,core,2019-02-26 16:02:20,dev
11711,systemClasses/genericizeSiteToTechManager.js,confirmed,gf,2019-02-26 16:02:20,dev
11712,systemPages/finalizeNewVersion.ejs,confirmed,core,2019-02-26 16:02:20,dev
11713,systemBuilders/pageBuilderItemTypeManager.js,confirmed,core,2019-02-27 11:10:58,dev
11714,systemPages/genericizeSiteSwitcher.ejs,confirmed,core,2019-02-27 11:10:58,dev
11715,systemControllers/controllerGenericizeSiteSwitcher.js,confirmed,core,2019-02-27 11:10:58,dev
11719,systemPages/manageDpnVersionFeatures.ejs,confirmed,tech,2019-03-01 04:56:17,dev
11720,systemPages/showcaseMarkdown.ejs,confirmed,core,2019-03-01 04:56:17,dev
11721,systemControllers/controllerManageDpnVersionFeatures.js,confirmed,tech,2019-03-01 04:56:17,dev
11722,public/customImages/dpnVersionFeatures/showcaseMarkdown.png,confirmed,tech,2019-03-01 04:56:17,dev
11723,public/systemImages/showcases/markdown/blueSquare.png,confirmed,core,2019-03-01 04:56:17,dev
11724,systemItems/dpnVersionFeatures.js,confirmed,tech,2019-03-01 04:56:17,dev
11725,systemControllers/controllerShowcaseMarkdown.js,confirmed,core,2019-03-01 04:56:17,dev
11726,systemItems/dpnVersionFeature.js,confirmed,tech,2019-03-01 04:56:17,dev
11728,dev/nextVersion.txt,confirmed,dev,2019-03-13 16:16:29,dev
11729,public/customImages/dpnVersionFeatures/qfilRemoveLineWithText.png,confirmed,core,2019-03-13 16:16:29,dev
11730,public/customImages/dpnVersionFeatures/batchImport.png,confirmed,tech,2019-03-13 16:16:29,dev
11732,public/customImages/dpnVersionFeatures/transformationSynchronizer.png,confirmed,tech,2019-03-13 16:16:29,dev
11733,system/dpod.js,confirmed,core,2019-03-13 16:16:29,dev
11735,public/customImages/dpnVersionFeatures/textChunkDocumentClass.png,confirmed,tech,2019-03-13 16:16:29,dev
11736,systemClasses/batchImportBlock.js,confirmed,core,2019-03-13 16:16:29,dev
11737,systemClasses/dqlParser.js,confirmed,core,2019-03-13 16:16:29,dev
11739,systemClasses/batchImportProcessor.js,confirmed,core,2019-03-13 16:16:29,dev
11740,systemClasses/systemCodeGenerator.js,confirmed,core,2019-03-13 16:16:29,dev
11741,systemControllers/controllerShowcaseDql.js,confirmed,core,2019-03-13 16:16:29,dev
11742,systemControllers/controllerShowcaseCustomTextParsing.js,confirmed,core,2019-03-13 16:16:29,dev
11743,systemControllers/controllerFillItemTypesFromDirectory.js,confirmed,core,2019-03-13 16:16:29,dev
11744,systemFileTemplates/fileTemplate_newPageTransformationSynchronizer.txt,confirmed,core,2019-03-13 16:16:29,dev
11745,systemControllers/controllerShowcaseTextChunkDocument.js,confirmed,core,2019-03-13 16:16:29,dev
11746,systemControllers/controllerSystemCodeGenerator.js,confirmed,core,2019-03-13 16:16:29,dev
11747,systemPages/showcaseDql.ejs,confirmed,core,2019-03-13 16:16:29,dev
11748,systemPages/showcaseTextChunkDocument.ejs,confirmed,core,2019-03-13 16:16:29,dev
11749,systemPages/showcaseCustomTextParsing.ejs,confirmed,core,2019-03-13 16:16:29,dev
11750,systemTextParsers/textChunk.js,confirmed,core,2019-03-13 16:16:29,dev
11751,systemPages/fillItemTypesFromDirectory.ejs,confirmed,core,2019-03-13 16:16:29,dev
11752,systemTextParsers/textChunkDocument.js,confirmed,core,2019-03-13 16:16:29,dev
11753,systemFileTemplates/fileTemplate_newControllerTransformationSynchronizer.txt,confirmed,core,2019-03-13 16:16:29,dev
11754,systemPages/systemCodeGenerator.ejs,confirmed,core,2019-03-13 16:16:29,dev
11756,public/customImages/dpnVersionFeatures/datapodQueryLanguage.png,confirmed,tech,2019-03-13 16:16:29,dev
11757,data/main.sqlite,confirmed,core,2019-03-13 16:16:29,dev
11766,public/customImages/dpnVersionFeatures/screenResizeEvent.png,confirmed,tech,2019-03-19 20:43:00,dev
11768,systemControllers/controllerManageApplicationFile.js,confirmed,core,2019-03-19 20:43:00,dev
11769,systemControllers/controllerManageDpnVersion.js,confirmed,tech,2019-03-19 20:43:00,dev
11770,systemControllers/controllerManageDpnVersionFeature.js,confirmed,tech,2019-03-19 20:43:00,dev
11771,systemControllers/controllerManageGfhowto.js,confirmed,gf,2019-03-19 20:43:00,dev
11772,systemControllers/controllerManagePageItem.js,confirmed,core,2019-03-19 20:43:00,dev
11773,systemControllers/controllerManageGfhowtos.js,confirmed,gf,2019-03-19 20:43:00,dev
11774,systemControllers/controllerManageShowcaseBook.js,confirmed,core,2019-03-19 20:43:00,dev
11775,systemControllers/controllerManageItemType.js,confirmed,core,2019-03-19 20:43:00,dev
11776,public/customImages/dpnVersionFeatures/createItemTypeManagePage.png,confirmed,tech,2019-03-19 20:43:00,dev
11777,systemControllers/controllerManagePageItems.js,confirmed,core,2019-03-19 20:43:00,dev
11778,systemControllers/controllerManageShowcaseBooks.js,confirmed,core,2019-03-19 20:43:00,dev
11779,systemControllers/controllerManageShowcaseUser.js,confirmed,core,2019-03-19 20:43:00,dev
11780,systemControllers/controllerManageUser.js,confirmed,core,2019-03-19 20:43:00,dev
11781,systemControllers/controllerManageUsers.js,confirmed,core,2019-03-19 20:43:00,dev
11782,systemFileTemplates/fileTemplate_newControllerManageItem.txt,confirmed,core,2019-03-19 20:43:00,dev
11783,systemFileTemplates/fileTemplate_newPageManageItem.txt,confirmed,core,2019-03-19 20:43:00,dev
11784,systemFileTemplates/fileTemplate_newControllerManageItems.txt,confirmed,core,2019-03-19 20:43:00,dev
11785,systemFileTemplates/fileTemplate_newPageManageItems.txt,confirmed,core,2019-03-19 20:43:00,dev
11786,systemPages/manageApplicationFile.ejs,confirmed,core,2019-03-19 20:43:00,dev
11787,systemPages/manageDpnVersion.ejs,confirmed,tech,2019-03-19 20:43:00,dev
11788,systemPages/manageDpnVersionFeature.ejs,confirmed,tech,2019-03-19 20:43:00,dev
11789,systemPages/manageGfhowto.ejs,confirmed,gf,2019-03-19 20:43:00,dev
11790,systemPages/manageGfhowtos.ejs,confirmed,gf,2019-03-19 20:43:00,dev
11791,systemPages/manageItemType.ejs,confirmed,core,2019-03-19 20:43:00,dev
11792,public/customImages/dpnVersionFeatures/deleteItemTypeListNow.png,confirmed,tech,2019-03-19 20:43:00,dev
11793,systemPages/managePageItem.ejs,confirmed,core,2019-03-19 20:43:00,dev
11794,systemPages/manageShowcaseBook.ejs,confirmed,core,2019-03-19 20:43:00,dev
11795,systemPages/managePageItems.ejs,confirmed,core,2019-03-19 20:43:00,dev
11796,systemPages/manageShowcaseUser.ejs,confirmed,core,2019-03-19 20:43:00,dev
11797,systemPages/manageUser.ejs,confirmed,core,2019-03-19 20:43:00,dev
